/opt/conda/lib/python3.9/site-packages/torch/nn/parallel/_functions.py:68: UserWarning: Was asked to gather along dimension 0, but all input tensors were scalars; will instead unsqueeze and return a vector.
  warnings.warn('Was asked to gather along dimension 0, but all '
: 0.0009954337899543378, 'epoch': 0.02}
{'loss': 0.4037, 'learning_rate': 0.0006198630136986301, 'epoch': 1.52}
{'loss': 0.3738, 'learning_rate': 0.0006187214611872146, 'epoch': 1.53}
{'loss': 0.474, 'learning_rate': 0.000617579908675799, 'epoch': 1.53}
{'loss': 0.4795, 'learning_rate': 0.0006164383561643835, 'epoch': 1.53}
{'loss': 0.4004, 'learning_rate': 0.000615296803652968, 'epoch': 1.54}
{'loss': 0.4265, 'learning_rate': 0.0006141552511415526, 'epoch': 1.54}
{'loss': 0.4675, 'learning_rate': 0.000613013698630137, 'epoch': 1.55}
{'loss': 0.3989, 'learning_rate': 0.0006118721461187215, 'epoch': 1.55}
{'loss': 0.4578, 'learning_rate': 0.000610730593607306, 'epoch': 1.56}
{'loss': 0.4382, 'learning_rate': 0.0006095890410958904, 'epoch': 1.56}
{'loss': 0.42, 'learning_rate': 0.0006084474885844749, 'epoch': 1.57}
{'loss': 0.3678, 'learning_rate': 0.0006073059360730594, 'epoch': 1.57}
{'loss': 0.4019, 'learning_rate': 0.0006061643835616438, 'epoch': 1.58}
{'loss': 0.4222, 'learning_rate': 0.0006050228310502284, 'epoch': 1.58}
{'loss': 0.3781, 'learning_rate': 0.0006038812785388128, 'epoch': 1.58}
{'loss': 0.4674, 'learning_rate': 0.0006027397260273972, 'epoch': 1.59}
{'loss': 0.4266, 'learning_rate': 0.0006015981735159818, 'epoch': 1.59}
{'loss': 0.4122, 'learning_rate': 0.0006004566210045662, 'epoch': 1.6}
{'loss': 0.3827, 'learning_rate': 0.0005993150684931506, 'epoch': 1.6}
{'loss': 0.4229, 'learning_rate': 0.0005981735159817352, 'epoch': 1.61}
{'loss': 0.422, 'learning_rate': 0.0005970319634703196, 'epoch': 1.61}
{'loss': 0.4405, 'learning_rate': 0.0005958904109589041, 'epoch': 1.62}
{'loss': 0.4307, 'learning_rate': 0.0005947488584474886, 'epoch': 1.62}
{'loss': 0.4494, 'learning_rate': 0.000593607305936073, 'epoch': 1.63}
{'loss': 0.4166, 'learning_rate': 0.0005924657534246575, 'epoch': 1.63}
{'loss': 0.4123, 'learning_rate': 0.000591324200913242, 'epoch': 1.63}
{'loss': 0.4208, 'learning_rate': 0.0005901826484018264, 'epoch': 1.64}
{'loss': 0.3447, 'learning_rate': 0.000589041095890411, 'epoch': 1.64}
{'loss': 0.4508, 'learning_rate': 0.0005878995433789955, 'epoch': 1.65}
{'loss': 0.3292, 'learning_rate': 0.00058675799086758, 'epoch': 1.65}
{'loss': 0.3703, 'learning_rate': 0.0005856164383561644, 'epoch': 1.66}
{'loss': 0.3961, 'learning_rate': 0.0005844748858447489, 'epoch': 1.66}
{'loss': 0.3938, 'learning_rate': 0.0005833333333333334, 'epoch': 1.67}
{'loss': 0.4098, 'learning_rate': 0.0005821917808219178, 'epoch': 1.67}
{'loss': 0.4044, 'learning_rate': 0.0005810502283105023, 'epoch': 1.68}
{'loss': 0.4418, 'learning_rate': 0.0005799086757990868, 'epoch': 1.68}
{'loss': 0.397, 'learning_rate': 0.0005787671232876712, 'epoch': 1.68}
{'loss': 0.4729, 'learning_rate': 0.0005776255707762558, 'epoch': 1.69}
{'loss': 0.4015, 'learning_rate': 0.0005764840182648402, 'epoch': 1.69}
{'loss': 0.3447, 'learning_rate': 0.0005753424657534246, 'epoch': 1.7}
{'loss': 0.4074, 'learning_rate': 0.0005742009132420092, 'epoch': 1.7}
{'loss': 0.4225, 'learning_rate': 0.0005730593607305936, 'epoch': 1.71}
{'loss': 0.4788, 'learning_rate': 0.000571917808219178, 'epoch': 1.71}
{'loss': 0.3989, 'learning_rate': 0.0005707762557077626, 'epoch': 1.72}
{'loss': 0.3705, 'learning_rate': 0.000569634703196347, 'epoch': 1.72}
{'loss': 0.461, 'learning_rate': 0.0005684931506849315, 'epoch': 1.73}
{'loss': 0.3803, 'learning_rate': 0.000567351598173516, 'epoch': 1.73}
{'loss': 0.434, 'learning_rate': 0.0005662100456621004, 'epoch': 1.74}
{'loss': 0.3986, 'learning_rate': 0.000565068493150685, 'epoch': 1.74}
{'loss': 0.4373, 'learning_rate': 0.0005639269406392695, 'epoch': 1.74}
{'loss': 0.4235, 'learning_rate': 0.0005627853881278539, 'epoch': 1.75}
{'loss': 0.403, 'learning_rate': 0.0005616438356164384, 'epoch': 1.75}
{'loss': 0.4091, 'learning_rate': 0.0005605022831050229, 'epoch': 1.76}
{'loss': 0.4277, 'learning_rate': 0.0005593607305936074, 'epoch': 1.76}
{'loss': 0.4172, 'learning_rate': 0.0005582191780821918, 'epoch': 1.77}
{'loss': 0.393, 'learning_rate': 0.0005570776255707763, 'epoch': 1.77}
{'loss': 0.4193, 'learning_rate': 0.0005559360730593608, 'epoch': 1.78}
{'loss': 0.4267, 'learning_rate': 0.0005547945205479452, 'epoch': 1.78}
{'loss': 0.4266, 'learning_rate': 0.0005536529680365297, 'epoch': 1.79}
{'loss': 0.4051, 'learning_rate': 0.0005525114155251142, 'epoch': 1.79}
{'loss': 0.3572, 'learning_rate': 0.0005513698630136986, 'epoch': 1.79}
{'loss': 0.4864, 'learning_rate': 0.0005502283105022832, 'epoch': 1.8}
{'loss': 0.3978, 'learning_rate': 0.0005490867579908676, 'epoch': 1.8}
{'loss': 0.4139, 'learning_rate': 0.000547945205479452, 'epoch': 1.81}
{'loss': 0.3761, 'learning_rate': 0.0005468036529680366, 'epoch': 1.81}
{'loss': 0.3772, 'learning_rate': 0.000545662100456621, 'epoch': 1.82}
{'loss': 0.3776, 'learning_rate': 0.0005445205479452054, 'epoch': 1.82}
{'loss': 0.4073, 'learning_rate': 0.00054337899543379, 'epoch': 1.83}
{'loss': 0.4013, 'learning_rate': 0.0005422374429223744, 'epoch': 1.83}
{'loss': 0.41, 'learning_rate': 0.000541095890410959, 'epoch': 1.84}
{'loss': 0.4249, 'learning_rate': 0.0005399543378995433, 'epoch': 1.84}
{'loss': 0.3816, 'learning_rate': 0.0005388127853881279, 'epoch': 1.84}
{'loss': 0.4038, 'learning_rate': 0.0005376712328767124, 'epoch': 1.85}
{'loss': 0.404, 'learning_rate': 0.0005365296803652968, 'epoch': 1.85}
{'loss': 0.4357, 'learning_rate': 0.0005353881278538813, 'epoch': 1.86}
{'loss': 0.3712, 'learning_rate': 0.0005342465753424658, 'epoch': 1.86}
{'loss': 0.4042, 'learning_rate': 0.0005331050228310502, 'epoch': 1.87}
{'loss': 0.4394, 'learning_rate': 0.0005319634703196348, 'epoch': 1.87}
{'loss': 0.3869, 'learning_rate': 0.0005308219178082192, 'epoch': 1.88}
{'loss': 0.4118, 'learning_rate': 0.0005296803652968036, 'epoch': 1.88}
{'loss': 0.3752, 'learning_rate': 0.0005285388127853882, 'epoch': 1.89}
{'loss': 0.4331, 'learning_rate': 0.0005273972602739726, 'epoch': 1.89}
{'loss': 0.4009, 'learning_rate': 0.000526255707762557, 'epoch': 1.89}
{'loss': 0.4345, 'learning_rate': 0.0005251141552511416, 'epoch': 1.9}
{'loss': 0.4057, 'learning_rate': 0.000523972602739726, 'epoch': 1.9}
{'loss': 0.364, 'learning_rate': 0.0005228310502283105, 'epoch': 1.91}
{'loss': 0.3838, 'learning_rate': 0.000521689497716895, 'epoch': 1.91}
{'loss': 0.3786, 'learning_rate': 0.0005205479452054794, 'epoch': 1.92}
{'loss': 0.3953, 'learning_rate': 0.0005194063926940639, 'epoch': 1.92}
{'loss': 0.4228, 'learning_rate': 0.0005182648401826484, 'epoch': 1.93}
{'loss': 0.362, 'learning_rate': 0.0005171232876712328, 'epoch': 1.93}
{'loss': 0.3654, 'learning_rate': 0.0005159817351598173, 'epoch': 1.94}
{'loss': 0.3397, 'learning_rate': 0.0005148401826484019, 'epoch': 1.94}
{'loss': 0.4773, 'learning_rate': 0.0005136986301369864, 'epoch': 1.95}
{'loss': 0.444, 'learning_rate': 0.0005125570776255708, 'epoch': 1.95}
{'loss': 0.3953, 'learning_rate': 0.0005114155251141553, 'epoch': 1.95}
{'loss': 0.407, 'learning_rate': 0.0005102739726027398, 'epoch': 1.96}
{'loss': 0.4868, 'learning_rate': 0.0005091324200913242, 'epoch': 1.96}
{'loss': 0.3561, 'learning_rate': 0.0005079908675799087, 'epoch': 1.97}
{'loss': 0.3581, 'learning_rate': 0.0005068493150684932, 'epoch': 1.97}
{'loss': 0.4316, 'learning_rate': 0.0005057077625570776, 'epoch': 1.98}
{'loss': 0.4026, 'learning_rate': 0.0005045662100456622, 'epoch': 1.98}
{'loss': 0.3815, 'learning_rate': 0.0005034246575342466, 'epoch': 1.99}
{'loss': 0.4143, 'learning_rate': 0.000502283105022831, 'epoch': 1.99}
{'loss': 0.3606, 'learning_rate': 0.0005011415525114156, 'epoch': 2.0}
{'loss': 0.3961, 'learning_rate': 0.0005, 'epoch': 2.0}
{'loss': 0.3838, 'learning_rate': 0.0004988584474885845, 'epoch': 2.0}
{'loss': 0.4114, 'learning_rate': 0.0004977168949771689, 'epoch': 2.01}
{'loss': 0.4156, 'learning_rate': 0.0004965753424657534, 'epoch': 2.01}
{'loss': 0.4288, 'learning_rate': 0.0004954337899543379, 'epoch': 2.02}
{'loss': 0.4027, 'learning_rate': 0.0004942922374429224, 'epoch': 2.02}
{'loss': 0.3864, 'learning_rate': 0.0004931506849315068, 'epoch': 2.03}
{'loss': 0.3714, 'learning_rate': 0.0004920091324200913, 'epoch': 2.03}
{'loss': 0.4042, 'learning_rate': 0.0004908675799086758, 'epoch': 2.04}
{'loss': 0.4094, 'learning_rate': 0.0004897260273972602, 'epoch': 2.04}
{'loss': 0.3605, 'learning_rate': 0.0004885844748858448, 'epoch': 2.05}
{'loss': 0.3677, 'learning_rate': 0.0004874429223744292, 'epoch': 2.05}
{'loss': 0.4051, 'learning_rate': 0.0004863013698630137, 'epoch': 2.05}
{'loss': 0.3749, 'learning_rate': 0.0004851598173515982, 'epoch': 2.06}
{'loss': 0.3984, 'learning_rate': 0.0004840182648401826, 'epoch': 2.06}
{'loss': 0.3802, 'learning_rate': 0.00048287671232876713, 'epoch': 2.07}
{'loss': 0.3977, 'learning_rate': 0.00048173515981735164, 'epoch': 2.07}
{'loss': 0.3942, 'learning_rate': 0.0004805936073059361, 'epoch': 2.08}
{'loss': 0.3835, 'learning_rate': 0.00047945205479452054, 'epoch': 2.08}
{'loss': 0.3552, 'learning_rate': 0.000478310502283105, 'epoch': 2.09}
{'loss': 0.3518, 'learning_rate': 0.0004771689497716895, 'epoch': 2.09}
{'loss': 0.3989, 'learning_rate': 0.000476027397260274, 'epoch': 2.1}
{'loss': 0.3908, 'learning_rate': 0.0004748858447488584, 'epoch': 2.1}
{'loss': 0.4337, 'learning_rate': 0.0004737442922374429, 'epoch': 2.11}
{'loss': 0.4133, 'learning_rate': 0.0004726027397260274, 'epoch': 2.11}
{'loss': 0.3815, 'learning_rate': 0.0004714611872146119, 'epoch': 2.11}
{'loss': 0.3979, 'learning_rate': 0.0004703196347031963, 'epoch': 2.12}
{'loss': 0.3987, 'learning_rate': 0.00046917808219178083, 'epoch': 2.12}
{'loss': 0.4479, 'learning_rate': 0.0004680365296803653, 'epoch': 2.13}
{'loss': 0.477, 'learning_rate': 0.0004668949771689498, 'epoch': 2.13}
{'loss': 0.4288, 'learning_rate': 0.00046575342465753425, 'epoch': 2.14}
{'loss': 0.3734, 'learning_rate': 0.0004646118721461187, 'epoch': 2.14}
{'loss': 0.4691, 'learning_rate': 0.0004634703196347032, 'epoch': 2.15}
{'loss': 0.3796, 'learning_rate': 0.0004623287671232877, 'epoch': 2.15}
{'loss': 0.4587, 'learning_rate': 0.0004611872146118721, 'epoch': 2.16}
{'loss': 0.3861, 'learning_rate': 0.0004600456621004566, 'epoch': 2.16}
{'loss': 0.4619, 'learning_rate': 0.0004589041095890411, 'epoch': 2.16}
{'loss': 0.4132, 'learning_rate': 0.0004577625570776256, 'epoch': 2.17}
{'loss': 0.3946, 'learning_rate': 0.00045662100456621003, 'epoch': 2.17}
{'loss': 0.3564, 'learning_rate': 0.00045547945205479454, 'epoch': 2.18}
{'loss': 0.3577, 'learning_rate': 0.000454337899543379, 'epoch': 2.18}
{'loss': 0.4006, 'learning_rate': 0.0004531963470319635, 'epoch': 2.19}
{'loss': 0.4267, 'learning_rate': 0.00045205479452054795, 'epoch': 2.19}
{'loss': 0.3872, 'learning_rate': 0.0004509132420091324, 'epoch': 2.2}
{'loss': 0.3717, 'learning_rate': 0.0004497716894977169, 'epoch': 2.2}
{'loss': 0.3779, 'learning_rate': 0.0004486301369863014, 'epoch': 2.21}
{'loss': 0.3846, 'learning_rate': 0.0004474885844748858, 'epoch': 2.21}
{'loss': 0.3869, 'learning_rate': 0.0004463470319634703, 'epoch': 2.21}
{'loss': 0.4411, 'learning_rate': 0.00044520547945205483, 'epoch': 2.22}
{'loss': 0.3562, 'learning_rate': 0.0004440639269406393, 'epoch': 2.22}
{'loss': 0.4233, 'learning_rate': 0.00044292237442922374, 'epoch': 2.23}
{'loss': 0.3996, 'learning_rate': 0.00044178082191780824, 'epoch': 2.23}
{'loss': 0.4646, 'learning_rate': 0.0004406392694063927, 'epoch': 2.24}
{'loss': 0.3668, 'learning_rate': 0.0004394977168949772, 'epoch': 2.24}
{'loss': 0.4362, 'learning_rate': 0.0004383561643835616, 'epoch': 2.25}
{'loss': 0.3441, 'learning_rate': 0.0004372146118721461, 'epoch': 2.25}
{'loss': 0.4317, 'learning_rate': 0.0004360730593607306, 'epoch': 2.26}
{'loss': 0.3989, 'learning_rate': 0.00043493150684931507, 'epoch': 2.26}
{'loss': 0.4253, 'learning_rate': 0.0004337899543378995, 'epoch': 2.26}
{'loss': 0.4228, 'learning_rate': 0.00043264840182648403, 'epoch': 2.27}
{'loss': 0.3852, 'learning_rate': 0.0004315068493150685, 'epoch': 2.27}
{'loss': 0.4785, 'learning_rate': 0.000430365296803653, 'epoch': 2.28}
{'loss': 0.4187, 'learning_rate': 0.00042922374429223744, 'epoch': 2.28}
{'loss': 0.3578, 'learning_rate': 0.0004280821917808219, 'epoch': 2.29}
{'loss': 0.3873, 'learning_rate': 0.0004269406392694064, 'epoch': 2.29}
{'loss': 0.4035, 'learning_rate': 0.0004257990867579909, 'epoch': 2.3}
{'loss': 0.4269, 'learning_rate': 0.0004246575342465753, 'epoch': 2.3}
{'loss': 0.4101, 'learning_rate': 0.0004235159817351598, 'epoch': 2.31}
{'loss': 0.3678, 'learning_rate': 0.0004223744292237443, 'epoch': 2.31}
{'loss': 0.4064, 'learning_rate': 0.0004212328767123288, 'epoch': 2.32}
{'loss': 0.4069, 'learning_rate': 0.0004200913242009132, 'epoch': 2.32}
{'loss': 0.3846, 'learning_rate': 0.00041894977168949773, 'epoch': 2.32}
{'loss': 0.3965, 'learning_rate': 0.0004178082191780822, 'epoch': 2.33}
{'loss': 0.3592, 'learning_rate': 0.0004166666666666667, 'epoch': 2.33}
{'loss': 0.5008, 'learning_rate': 0.00041552511415525115, 'epoch': 2.34}
{'loss': 0.5077, 'learning_rate': 0.0004143835616438356, 'epoch': 2.34}
{'loss': 0.4076, 'learning_rate': 0.0004132420091324201, 'epoch': 2.35}
{'loss': 0.3862, 'learning_rate': 0.0004121004566210046, 'epoch': 2.35}
{'loss': 0.3975, 'learning_rate': 0.000410958904109589, 'epoch': 2.36}
{'loss': 0.3696, 'learning_rate': 0.0004098173515981735, 'epoch': 2.36}
{'loss': 0.405, 'learning_rate': 0.000408675799086758, 'epoch': 2.37}
{'loss': 0.4455, 'learning_rate': 0.0004075342465753425, 'epoch': 2.37}
{'loss': 0.4395, 'learning_rate': 0.00040639269406392693, 'epoch': 2.37}
{'loss': 0.4015, 'learning_rate': 0.00040525114155251144, 'epoch': 2.38}
{'loss': 0.4392, 'learning_rate': 0.0004041095890410959, 'epoch': 2.38}
{'loss': 0.3544, 'learning_rate': 0.0004029680365296804, 'epoch': 2.39}
{'loss': 0.3655, 'learning_rate': 0.00040182648401826485, 'epoch': 2.39}
{'loss': 0.4099, 'learning_rate': 0.0004006849315068493, 'epoch': 2.4}
{'loss': 0.3801, 'learning_rate': 0.0003995433789954338, 'epoch': 2.4}
{'loss': 0.3793, 'learning_rate': 0.0003984018264840183, 'epoch': 2.41}
{'loss': 0.4434, 'learning_rate': 0.0003972602739726027, 'epoch': 2.41}
{'loss': 0.3727, 'learning_rate': 0.0003961187214611872, 'epoch': 2.42}
{'loss': 0.3594, 'learning_rate': 0.0003949771689497717, 'epoch': 2.42}
{'loss': 0.4286, 'learning_rate': 0.0003938356164383562, 'epoch': 2.42}
{'loss': 0.3955, 'learning_rate': 0.00039269406392694064, 'epoch': 2.43}
{'loss': 0.3565, 'learning_rate': 0.0003915525114155251, 'epoch': 2.43}
{'loss': 0.3957, 'learning_rate': 0.0003904109589041096, 'epoch': 2.44}
{'loss': 0.4101, 'learning_rate': 0.0003892694063926941, 'epoch': 2.44}
{'loss': 0.429, 'learning_rate': 0.0003881278538812785, 'epoch': 2.45}
{'loss': 0.4016, 'learning_rate': 0.000386986301369863, 'epoch': 2.45}
{'loss': 0.3857, 'learning_rate': 0.0003858447488584475, 'epoch': 2.46}
{'loss': 0.4113, 'learning_rate': 0.00038470319634703197, 'epoch': 2.46}
{'loss': 0.3701, 'learning_rate': 0.0003835616438356164, 'epoch': 2.47}
{'loss': 0.4108, 'learning_rate': 0.00038242009132420093, 'epoch': 2.47}
{'loss': 0.4124, 'learning_rate': 0.0003812785388127854, 'epoch': 2.47}
{'loss': 0.4266, 'learning_rate': 0.0003801369863013699, 'epoch': 2.48}
{'loss': 0.4048, 'learning_rate': 0.00037899543378995434, 'epoch': 2.48}
{'loss': 0.4008, 'learning_rate': 0.0003778538812785388, 'epoch': 2.49}
{'loss': 0.4127, 'learning_rate': 0.0003767123287671233, 'epoch': 2.49}
{'loss': 0.4557, 'learning_rate': 0.0003755707762557078, 'epoch': 2.5}
{'loss': 0.3901, 'learning_rate': 0.0003744292237442922, 'epoch': 2.5}
{'loss': 0.3499, 'learning_rate': 0.0003732876712328767, 'epoch': 2.51}
{'loss': 0.3522, 'learning_rate': 0.0003721461187214612, 'epoch': 2.51}
{'loss': 0.4038, 'learning_rate': 0.0003710045662100457, 'epoch': 2.52}
{'loss': 0.4367, 'learning_rate': 0.0003698630136986301, 'epoch': 2.52}
{'loss': 0.4997, 'learning_rate': 0.00036872146118721463, 'epoch': 2.53}
{'loss': 0.3799, 'learning_rate': 0.0003675799086757991, 'epoch': 2.53}
{'loss': 0.4438, 'learning_rate': 0.0003664383561643836, 'epoch': 2.53}
{'loss': 0.4318, 'learning_rate': 0.00036529680365296805, 'epoch': 2.54}
{'loss': 0.3931, 'learning_rate': 0.0003641552511415525, 'epoch': 2.54}
{'loss': 0.4086, 'learning_rate': 0.000363013698630137, 'epoch': 2.55}
{'loss': 0.3891, 'learning_rate': 0.0003618721461187215, 'epoch': 2.55}
{'loss': 0.3501, 'learning_rate': 0.0003607305936073059, 'epoch': 2.56}
{'loss': 0.3456, 'learning_rate': 0.0003595890410958904, 'epoch': 2.56}
{'loss': 0.3792, 'learning_rate': 0.0003584474885844749, 'epoch': 2.57}
{'loss': 0.4376, 'learning_rate': 0.0003573059360730594, 'epoch': 2.57}
{'loss': 0.4081, 'learning_rate': 0.00035616438356164383, 'epoch': 2.58}
{'loss': 0.3448, 'learning_rate': 0.00035502283105022834, 'epoch': 2.58}
{'loss': 0.3995, 'learning_rate': 0.0003538812785388128, 'epoch': 2.58}
{'loss': 0.3801, 'learning_rate': 0.0003527397260273973, 'epoch': 2.59}
{'loss': 0.4224, 'learning_rate': 0.0003515981735159817, 'epoch': 2.59}
{'loss': 0.3504, 'learning_rate': 0.0003504566210045662, 'epoch': 2.6}
{'loss': 0.4223, 'learning_rate': 0.0003493150684931507, 'epoch': 2.6}
{'loss': 0.3285, 'learning_rate': 0.00034817351598173516, 'epoch': 2.61}
{'loss': 0.4274, 'learning_rate': 0.0003470319634703196, 'epoch': 2.61}
{'loss': 0.4765, 'learning_rate': 0.0003458904109589041, 'epoch': 2.62}
{'loss': 0.3907, 'learning_rate': 0.0003447488584474886, 'epoch': 2.62}
{'loss': 0.3816, 'learning_rate': 0.0003436073059360731, 'epoch': 2.63}
{'loss': 0.4113, 'learning_rate': 0.00034246575342465754, 'epoch': 2.63}
{'loss': 0.4234, 'learning_rate': 0.000341324200913242, 'epoch': 2.63}
{'loss': 0.3576, 'learning_rate': 0.0003401826484018265, 'epoch': 2.64}
{'loss': 0.4071, 'learning_rate': 0.000339041095890411, 'epoch': 2.64}
{'loss': 0.387, 'learning_rate': 0.0003378995433789954, 'epoch': 2.65}
{'loss': 0.4311, 'learning_rate': 0.0003367579908675799, 'epoch': 2.65}
{'loss': 0.4349, 'learning_rate': 0.0003356164383561644, 'epoch': 2.66}
{'loss': 0.4132, 'learning_rate': 0.00033447488584474887, 'epoch': 2.66}
{'loss': 0.4218, 'learning_rate': 0.0003333333333333333, 'epoch': 2.67}
{'loss': 0.3561, 'learning_rate': 0.00033219178082191783, 'epoch': 2.67}
{'loss': 0.3795, 'learning_rate': 0.0003310502283105023, 'epoch': 2.68}
{'loss': 0.4057, 'learning_rate': 0.0003299086757990868, 'epoch': 2.68}
{'loss': 0.3871, 'learning_rate': 0.00032876712328767124, 'epoch': 2.68}
{'loss': 0.3563, 'learning_rate': 0.0003276255707762557, 'epoch': 2.69}
{'loss': 0.3857, 'learning_rate': 0.0003264840182648402, 'epoch': 2.69}
{'loss': 0.3938, 'learning_rate': 0.0003253424657534247, 'epoch': 2.7}
{'loss': 0.4588, 'learning_rate': 0.0003242009132420091, 'epoch': 2.7}
{'loss': 0.4075, 'learning_rate': 0.0003230593607305936, 'epoch': 2.71}
{'loss': 0.3954, 'learning_rate': 0.0003219178082191781, 'epoch': 2.71}
{'loss': 0.3564, 'learning_rate': 0.0003207762557077626, 'epoch': 2.72}
{'loss': 0.3851, 'learning_rate': 0.00031963470319634703, 'epoch': 2.72}
{'loss': 0.3734, 'learning_rate': 0.00031849315068493153, 'epoch': 2.73}
{'loss': 0.4664, 'learning_rate': 0.000317351598173516, 'epoch': 2.73}
{'loss': 0.4312, 'learning_rate': 0.0003162100456621005, 'epoch': 2.74}
{'loss': 0.3784, 'learning_rate': 0.00031506849315068495, 'epoch': 2.74}
{'loss': 0.4799, 'learning_rate': 0.0003139269406392694, 'epoch': 2.74}
{'loss': 0.4344, 'learning_rate': 0.0003127853881278539, 'epoch': 2.75}
{'loss': 0.3969, 'learning_rate': 0.0003116438356164384, 'epoch': 2.75}
{'loss': 0.3801, 'learning_rate': 0.0003105022831050228, 'epoch': 2.76}
{'loss': 0.3636, 'learning_rate': 0.0003093607305936073, 'epoch': 2.76}
{'loss': 0.3916, 'learning_rate': 0.00030821917808219177, 'epoch': 2.77}
{'loss': 0.379, 'learning_rate': 0.0003070776255707763, 'epoch': 2.77}
{'loss': 0.3963, 'learning_rate': 0.00030593607305936073, 'epoch': 2.78}
{'loss': 0.4035, 'learning_rate': 0.0003047945205479452, 'epoch': 2.78}
{'loss': 0.349, 'learning_rate': 0.0003036529680365297, 'epoch': 2.79}
{'loss': 0.3435, 'learning_rate': 0.0003025114155251142, 'epoch': 2.79}
{'loss': 0.3778, 'learning_rate': 0.0003013698630136986, 'epoch': 2.79}
{'loss': 0.3831, 'learning_rate': 0.0003002283105022831, 'epoch': 2.8}
{'loss': 0.4354, 'learning_rate': 0.0002990867579908676, 'epoch': 2.8}
{'loss': 0.4121, 'learning_rate': 0.00029794520547945206, 'epoch': 2.81}
{'loss': 0.3618, 'learning_rate': 0.0002968036529680365, 'epoch': 2.81}
{'loss': 0.3616, 'learning_rate': 0.000295662100456621, 'epoch': 2.82}
{'loss': 0.4227, 'learning_rate': 0.0002945205479452055, 'epoch': 2.82}
{'loss': 0.4281, 'learning_rate': 0.00029337899543379, 'epoch': 2.83}
{'loss': 0.3798, 'learning_rate': 0.00029223744292237444, 'epoch': 2.83}
{'loss': 0.4381, 'learning_rate': 0.0002910958904109589, 'epoch': 2.84}
{'loss': 0.4226, 'learning_rate': 0.0002899543378995434, 'epoch': 2.84}
{'loss': 0.3706, 'learning_rate': 0.0002888127853881279, 'epoch': 2.84}
{'loss': 0.4163, 'learning_rate': 0.0002876712328767123, 'epoch': 2.85}
{'loss': 0.4072, 'learning_rate': 0.0002865296803652968, 'epoch': 2.85}
{'loss': 0.4297, 'learning_rate': 0.0002853881278538813, 'epoch': 2.86}
{'loss': 0.4357, 'learning_rate': 0.00028424657534246577, 'epoch': 2.86}
{'loss': 0.3533, 'learning_rate': 0.0002831050228310502, 'epoch': 2.87}
{'loss': 0.4602, 'learning_rate': 0.00028196347031963473, 'epoch': 2.87}
{'loss': 0.3943, 'learning_rate': 0.0002808219178082192, 'epoch': 2.88}
{'loss': 0.3947, 'learning_rate': 0.0002796803652968037, 'epoch': 2.88}
{'loss': 0.3857, 'learning_rate': 0.00027853881278538814, 'epoch': 2.89}
{'loss': 0.4502, 'learning_rate': 0.0002773972602739726, 'epoch': 2.89}
{'loss': 0.4296, 'learning_rate': 0.0002762557077625571, 'epoch': 2.89}
{'loss': 0.4109, 'learning_rate': 0.0002751141552511416, 'epoch': 2.9}
{'loss': 0.4042, 'learning_rate': 0.000273972602739726, 'epoch': 2.9}
{'loss': 0.394, 'learning_rate': 0.0002728310502283105, 'epoch': 2.91}
{'loss': 0.4414, 'learning_rate': 0.000271689497716895, 'epoch': 2.91}
{'loss': 0.3942, 'learning_rate': 0.0002705479452054795, 'epoch': 2.92}
{'loss': 0.4098, 'learning_rate': 0.00026940639269406393, 'epoch': 2.92}
{'loss': 0.3582, 'learning_rate': 0.0002682648401826484, 'epoch': 2.93}
{'loss': 0.4129, 'learning_rate': 0.0002671232876712329, 'epoch': 2.93}
{'loss': 0.4268, 'learning_rate': 0.0002659817351598174, 'epoch': 2.94}
{'loss': 0.3959, 'learning_rate': 0.0002648401826484018, 'epoch': 2.94}
{'loss': 0.4148, 'learning_rate': 0.0002636986301369863, 'epoch': 2.95}
{'loss': 0.3769, 'learning_rate': 0.0002625570776255708, 'epoch': 2.95}
{'loss': 0.396, 'learning_rate': 0.00026141552511415526, 'epoch': 2.95}
{'loss': 0.3423, 'learning_rate': 0.0002602739726027397, 'epoch': 2.96}
{'loss': 0.4193, 'learning_rate': 0.0002591324200913242, 'epoch': 2.96}
{'loss': 0.3871, 'learning_rate': 0.00025799086757990867, 'epoch': 2.97}
{'loss': 0.4096, 'learning_rate': 0.0002568493150684932, 'epoch': 2.97}
{'loss': 0.3573, 'learning_rate': 0.00025570776255707763, 'epoch': 2.98}
{'loss': 0.4206, 'learning_rate': 0.0002545662100456621, 'epoch': 2.98}
{'loss': 0.4575, 'learning_rate': 0.0002534246575342466, 'epoch': 2.99}
{'loss': 0.336, 'learning_rate': 0.0002522831050228311, 'epoch': 2.99}
{'loss': 0.3718, 'learning_rate': 0.0002511415525114155, 'epoch': 3.0}
{'loss': 0.4108, 'learning_rate': 0.00025, 'epoch': 3.0}
{'loss': 0.4081, 'learning_rate': 0.00024885844748858446, 'epoch': 3.0}
{'loss': 0.3766, 'learning_rate': 0.00024771689497716897, 'epoch': 3.01}
{'loss': 0.433, 'learning_rate': 0.0002465753424657534, 'epoch': 3.01}
{'loss': 0.4119, 'learning_rate': 0.0002454337899543379, 'epoch': 3.02}
{'loss': 0.3926, 'learning_rate': 0.0002442922374429224, 'epoch': 3.02}
{'loss': 0.4032, 'learning_rate': 0.00024315068493150686, 'epoch': 3.03}
